Store,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday
1,4,2014-12-11,5060,587,1,0,0,0
2,4,2014-12-11,4629,539,1,0,0,0
3,4,2014-12-11,6363,723,1,0,0,0
4,4,2014-12-11,8522,1228,1,0,0,0
5,4,2014-12-11,4929,544,1,0,0,0
1,3,2014-12-10,4915,619,1,0,0,0
2,3,2014-12-10,5830,717,1,0,0,0
3,3,2014-12-10,5256,635,1,0,0,0
4,3,2014-12-10,8042,1157,1,0,0,0
5,3,2014-12-10,5345,602,1,0,0,0
1,2,2014-12-09,4345,559,1,0,0,0
2,2,2014-12-09,5264,596,1,0,0,0
3,2,2014-12-09,6446,785,1,0,0,0
4,2,2014-12-09,8426,1197,1,0,0,0
5,2,2014-12-09,5183,587,1,0,0,0
1,1,2014-12-08,4884,610,1,0,0,0
2,1,2014-12-08,4821,616,1,0,0,0
3,1,2014-12-08,5792,738,1,0,0,0
4,1,2014-12-08,9556,1310,1,0,0,0
5,1,2014-12-08,4989,598,1,0,0,0
1,7,2014-12-07,0,0,0,0,0,0
2,7,2014-12-07,0,0,0,0,0,0
3,7,2014-12-07,0,0,0,0,0,0
4,7,2014-12-07,0,0,0,0,0,0
5,7,2014-12-07,0,0,0,0,0,0
1,6,2014-12-06,6185,746,1,0,0,0
2,6,2014-12-06,2914,386,1,0,0,0
3,6,2014-12-06,7669,947,1,0,0,0
4,6,2014-12-06,11624,1556,1,0,0,0
5,6,2014-12-06,3054,392,1,0,0,0
1,5,2014-12-05,6207,712,1,1,0,0
2,5,2014-12-05,6385,676,1,1,0,0
3,5,2014-12-05,10190,1096,1,1,0,0
4,5,2014-12-05,11831,1574,1,1,0,0
5,5,2014-12-05,7606,744,1,1,0,0
1,4,2014-12-04,7016,681,1,1,0,0
2,4,2014-12-04,6661,670,1,1,0,0
3,4,2014-12-04,8766,935,1,1,0,0
4,4,2014-12-04,10657,1350,1,1,0,0
5,4,2014-12-04,5792,602,1,1,0,0
1,3,2014-12-03,6454,695,1,1,0,0
2,3,2014-12-03,7533,769,1,1,0,0
3,3,2014-12-03,9694,962,1,1,0,0
4,3,2014-12-03,11716,1429,1,1,0,0
5,3,2014-12-03,6096,652,1,1,0,0
1,2,2014-12-02,6467,717,1,1,0,0
2,2,2014-12-02,7664,751,1,1,0,0
3,2,2014-12-02,9044,932,1,1,0,0
4,2,2014-12-02,11114,1456,1,1,0,0
5,2,2014-12-02,7180,688,1,1,0,0
1,1,2014-12-01,7380,723,1,1,0,0
2,1,2014-12-01,8674,783,1,1,0,0
3,1,2014-12-01,10369,962,1,1,0,0
4,1,2014-12-01,12359,1608,1,1,0,0
5,1,2014-12-01,8580,783,1,1,0,0
1,7,2014-11-30,0,0,0,0,0,0
2,7,2014-11-30,0,0,0,0,0,0
3,7,2014-11-30,0,0,0,0,0,0
4,7,2014-11-30,0,0,0,0,0,0
5,7,2014-11-30,0,0,0,0,0,0
1,6,2014-11-29,7066,749,1,0,0,0
2,6,2014-11-29,3424,372,1,0,0,0
3,6,2014-11-29,6702,723,1,0,0,0
4,6,2014-11-29,14052,1813,1,0,0,0
5,6,2014-11-29,2435,270,1,0,0,0
1,5,2014-11-28,7195,711,1,1,0,0
2,5,2014-11-28,6062,608,1,1,0,0
3,5,2014-11-28,9700,953,1,1,0,0
4,5,2014-11-28,13832,1649,1,1,0,0
5,5,2014-11-28,6875,689,1,1,0,0
1,4,2014-11-27,6144,668,1,1,0,0
2,4,2014-11-27,6119,644,1,1,0,0
3,4,2014-11-27,8508,896,1,1,0,0
4,4,2014-11-27,10512,1344,1,1,0,0
5,4,2014-11-27,5670,589,1,1,0,0
1,3,2014-11-26,5328,611,1,1,0,0
2,3,2014-11-26,7588,828,1,1,0,0
3,3,2014-11-26,8397,837,1,1,0,0
4,3,2014-11-26,10083,1291,1,1,0,0
5,3,2014-11-26,6187,688,1,1,0,0
1,2,2014-11-25,5815,610,1,1,0,0
2,2,2014-11-25,6511,632,1,1,0,0
3,2,2014-11-25,8577,875,1,1,0,0
4,2,2014-11-25,11402,1430,1,1,0,0
5,2,2014-11-25,6338,641,1,1,0,0
1,1,2014-11-24,6527,694,1,1,0,0
2,1,2014-11-24,7038,696,1,1,0,0
3,1,2014-11-24,8886,855,1,1,0,0
4,1,2014-11-24,12053,1541,1,1,0,0
5,1,2014-11-24,7528,737,1,1,0,0
1,7,2014-11-23,0,0,0,0,0,0
2,7,2014-11-23,0,0,0,0,0,0
3,7,2014-11-23,0,0,0,0,0,0
4,7,2014-11-23,0,0,0,0,0,0
5,7,2014-11-23,0,0,0,0,0,0
1,6,2014-11-22,5849,678,1,0,0,0
2,6,2014-11-22,3085,367,1,0,0,0
3,6,2014-11-22,3989,467,1,0,0,0
4,6,2014-11-22,10552,1509,1,0,0,0
5,6,2014-11-22,2225,223,1,0,0,0
1,5,2014-11-21,4594,570,1,0,0,0
2,5,2014-11-21,3978,472,1,0,0,0
3,5,2014-11-21,5865,737,1,0,0,0
4,5,2014-11-21,8319,1217,1,0,0,0
5,5,2014-11-21,4456,539,1,0,0,0
1,4,2014-11-20,4963,635,1,0,0,0
2,4,2014-11-20,4527,535,1,0,0,0
3,4,2014-11-20,6019,734,1,0,0,0
4,4,2014-11-20,7866,1184,1,0,0,0
5,4,2014-11-20,5291,624,1,0,0,0
1,3,2014-11-19,3894,494,1,0,0,0
2,3,2014-11-19,5091,674,1,0,0,0
3,3,2014-11-19,5490,684,1,0,0,0
4,3,2014-11-19,7898,1161,1,0,0,0
5,3,2014-11-19,0,0,0,0,a,0
1,2,2014-11-18,3890,529,1,0,0,0
2,2,2014-11-18,3468,411,1,0,0,0
3,2,2014-11-18,5195,659,1,0,0,0
4,2,2014-11-18,8331,1155,1,0,0,0
5,2,2014-11-18,4530,586,1,0,0,0
1,1,2014-11-17,3582,491,1,0,0,0
2,1,2014-11-17,4157,552,1,0,0,0
3,1,2014-11-17,5935,718,1,0,0,0
4,1,2014-11-17,9376,1299,1,0,0,0
5,1,2014-11-17,4564,594,1,0,0,0
1,7,2014-11-16,0,0,0,0,0,0
2,7,2014-11-16,0,0,0,0,0,0
3,7,2014-11-16,0,0,0,0,0,0
4,7,2014-11-16,0,0,0,0,0,0
5,7,2014-11-16,0,0,0,0,0,0
1,6,2014-11-15,4967,614,1,0,0,0
2,6,2014-11-15,2979,373,1,0,0,0
3,6,2014-11-15,4397,515,1,0,0,0
4,6,2014-11-15,11185,1512,1,0,0,0
5,6,2014-11-15,2146,259,1,0,0,0
1,5,2014-11-14,5334,603,1,1,0,0
2,5,2014-11-14,4655,560,1,1,0,0
3,5,2014-11-14,7836,778,1,1,0,0
4,5,2014-11-14,9790,1337,1,1,0,0
5,5,2014-11-14,5199,568,1,1,0,0
1,4,2014-11-13,3869,471,1,1,0,0
2,4,2014-11-13,5009,624,1,1,0,0
3,4,2014-11-13,7560,800,1,1,0,0
4,4,2014-11-13,10102,1355,1,1,0,0
5,4,2014-11-13,5013,576,1,1,0,0
1,3,2014-11-12,4677,533,1,1,0,0
2,3,2014-11-12,6818,776,1,1,0,0
3,3,2014-11-12,7839,809,1,1,0,0
4,3,2014-11-12,9340,1306,1,1,0,0
5,3,2014-11-12,5903,711,1,1,0,0
1,2,2014-11-11,4479,555,1,1,0,0
2,2,2014-11-11,5651,601,1,1,0,0
3,2,2014-11-11,8708,879,1,1,0,0
4,2,2014-11-11,8794,1296,1,1,0,0
5,2,2014-11-11,5736,623,1,1,0,0
1,1,2014-11-10,5474,578,1,1,0,0
2,1,2014-11-10,6423,690,1,1,0,0
3,1,2014-11-10,8533,831,1,1,0,0
4,1,2014-11-10,10593,1442,1,1,0,0
5,1,2014-11-10,6540,689,1,1,0,0
1,7,2014-11-09,0,0,0,0,0,0
2,7,2014-11-09,0,0,0,0,0,0
3,7,2014-11-09,0,0,0,0,0,0
4,7,2014-11-09,0,0,0,0,0,0
5,7,2014-11-09,0,0,0,0,0,0
1,6,2014-11-08,4720,546,1,0,0,0
2,6,2014-11-08,3311,368,1,0,0,0
3,6,2014-11-08,4055,477,1,0,0,0
4,6,2014-11-08,10208,1409,1,0,0,0
5,6,2014-11-08,2280,244,1,0,0,0
1,5,2014-11-07,5220,582,1,1,0,0
2,5,2014-11-07,5445,590,1,1,0,0
3,5,2014-11-07,8091,840,1,1,0,0
4,5,2014-11-07,11209,1458,1,1,0,0
5,5,2014-11-07,5284,592,1,1,0,0
1,4,2014-11-06,4785,527,1,1,0,0
2,4,2014-11-06,6307,630,1,1,0,0
3,4,2014-11-06,8072,832,1,1,0,0
4,4,2014-11-06,9461,1329,1,1,0,0
5,4,2014-11-06,5264,540,1,1,0,0
1,3,2014-11-05,4838,539,1,1,0,0
2,3,2014-11-05,7142,797,1,1,0,0
3,3,2014-11-05,9172,892,1,1,0,0
4,3,2014-11-05,11232,1426,1,1,0,0
5,3,2014-11-05,5913,674,1,1,0,0
1,2,2014-11-04,5253,586,1,1,0,0
2,2,2014-11-04,7015,724,1,1,0,0
3,2,2014-11-04,9863,940,1,1,0,0
4,2,2014-11-04,11285,1533,1,1,0,0
5,2,2014-11-04,6836,708,1,1,0,0
1,1,2014-11-03,5857,625,1,1,0,0
2,1,2014-11-03,7549,783,1,1,0,0
3,1,2014-11-03,10855,1005,1,1,0,0
4,1,2014-11-03,13095,1656,1,1,0,0
5,1,2014-11-03,8274,792,1,1,0,0
1,7,2014-11-02,0,0,0,0,0,0
2,7,2014-11-02,0,0,0,0,0,0
3,7,2014-11-02,0,0,0,0,0,0
4,7,2014-11-02,0,0,0,0,0,0
5,7,2014-11-02,0,0,0,0,0,0
1,6,2014-11-01,6532,731,1,0,0,0
2,6,2014-11-01,3305,448,1,0,0,0
3,6,2014-11-01,0,0,0,0,a,0
4,6,2014-11-01,10834,1467,1,0,0,0
5,6,2014-11-01,2817,314,1,0,0,0
1,5,2014-10-31,4161,512,1,0,0,1
2,5,2014-10-31,0,0,0,0,a,0
3,5,2014-10-31,6788,823,1,0,0,0
4,5,2014-10-31,9839,1453,1,0,0,1
5,5,2014-10-31,0,0,0,0,a,1
1,4,2014-10-30,4042,492,1,0,0,1
2,4,2014-10-30,5394,653,1,0,0,0
3,4,2014-10-30,5357,711,1,0,0,0
4,4,2014-10-30,9677,1337,1,0,0,1
5,4,2014-10-30,5141,633,1,0,0,1
1,3,2014-10-29,3761,449,1,0,0,1
2,3,2014-10-29,4986,668,1,0,0,0
3,3,2014-10-29,4716,597,1,0,0,0
4,3,2014-10-29,7810,1144,1,0,0,1
5,3,2014-10-29,3944,546,1,0,0,1
1,2,2014-10-28,3364,439,1,0,0,1
2,2,2014-10-28,3849,523,1,0,0,0
3,2,2014-10-28,4745,636,1,0,0,0
4,2,2014-10-28,7543,1134,1,0,0,1
5,2,2014-10-28,3504,458,1,0,0,1
1,1,2014-10-27,4260,475,1,0,0,1
2,1,2014-10-27,4296,573,1,0,0,0
3,1,2014-10-27,4848,684,1,0,0,0
4,1,2014-10-27,9172,1286,1,0,0,1
5,1,2014-10-27,3687,491,1,0,0,1
1,7,2014-10-26,0,0,0,0,0,1
2,7,2014-10-26,0,0,0,0,0,0
3,7,2014-10-26,0,0,0,0,0,0
4,7,2014-10-26,0,0,0,0,0,0
5,7,2014-10-26,0,0,0,0,0,0
1,6,2014-10-25,4596,539,1,0,0,1
2,6,2014-10-25,2542,331,1,0,0,0
3,6,2014-10-25,3266,421,1,0,0,0
4,6,2014-10-25,9414,1329,1,0,0,0
5,6,2014-10-25,1697,205,1,0,0,0
1,5,2014-10-24,4196,495,1,1,0,1
2,5,2014-10-24,5096,578,1,1,0,0
3,5,2014-10-24,6251,757,1,1,0,0
4,5,2014-10-24,9016,1248,1,1,0,1
5,5,2014-10-24,4878,581,1,1,0,1
1,4,2014-10-23,4466,476,1,1,0,1
2,4,2014-10-23,5729,628,1,1,0,0
3,4,2014-10-23,7177,788,1,1,0,0
4,4,2014-10-23,9364,1278,1,1,0,1
5,4,2014-10-23,4179,488,1,1,0,1
1,3,2014-10-22,4868,566,1,1,0,1
2,3,2014-10-22,5261,600,1,1,0,0
3,3,2014-10-22,7380,738,1,1,0,0
4,3,2014-10-22,9547,1316,1,1,0,1
5,3,2014-10-22,4628,500,1,1,0,1
1,2,2014-10-21,4678,547,1,1,0,1
2,2,2014-10-21,5382,593,1,1,0,0
3,2,2014-10-21,6855,700,1,1,0,0
4,2,2014-10-21,9786,1357,1,1,0,1
5,2,2014-10-21,5310,589,1,1,0,1
1,1,2014-10-20,4652,560,1,1,0,1
2,1,2014-10-20,6631,684,1,1,0,0
3,1,2014-10-20,8266,814,1,1,0,0
4,1,2014-10-20,11357,1503,1,1,0,1
5,1,2014-10-20,6096,638,1,1,0,1
1,7,2014-10-19,0,0,0,0,0,0
2,7,2014-10-19,0,0,0,0,0,0
3,7,2014-10-19,0,0,0,0,0,0
4,7,2014-10-19,0,0,0,0,0,0
5,7,2014-10-19,0,0,0,0,0,0
1,6,2014-10-18,4169,497,1,0,0,0
2,6,2014-10-18,2613,330,1,0,0,0
3,6,2014-10-18,3367,424,1,0,0,0
4,6,2014-10-18,10166,1397,1,0,0,0
5,6,2014-10-18,2441,276,1,0,0,0
1,5,2014-10-17,3720,500,1,0,0,0
2,5,2014-10-17,3852,501,1,0,0,1
3,5,2014-10-17,5485,656,1,0,0,1
4,5,2014-10-17,7947,1172,1,0,0,0
5,5,2014-10-17,4499,544,1,0,0,0
1,4,2014-10-16,3430,436,1,0,0,0
2,4,2014-10-16,4288,522,1,0,0,1
3,4,2014-10-16,5271,652,1,0,0,1
4,4,2014-10-16,8008,1138,1,0,0,0
5,4,2014-10-16,3653,485,1,0,0,0
1,3,2014-10-15,3775,451,1,0,0,0
2,3,2014-10-15,4732,670,1,0,0,1
3,3,2014-10-15,5008,639,1,0,0,1
4,3,2014-10-15,7843,1102,1,0,0,0
5,3,2014-10-15,4486,612,1,0,0,0
1,2,2014-10-14,3681,476,1,0,0,0
2,2,2014-10-14,3982,516,1,0,0,1
3,2,2014-10-14,5114,694,1,0,0,1
4,2,2014-10-14,8166,1156,1,0,0,0
5,2,2014-10-14,3640,481,1,0,0,0
1,1,2014-10-13,4033,492,1,0,0,0
2,1,2014-10-13,4377,569,1,0,0,1
3,1,2014-10-13,5035,673,1,0,0,1
4,1,2014-10-13,8947,1294,1,0,0,0
5,1,2014-10-13,4127,571,1,0,0,0
1,7,2014-10-12,0,0,0,0,0,0
2,7,2014-10-12,0,0,0,0,0,0
3,7,2014-10-12,0,0,0,0,0,0
4,7,2014-10-12,0,0,0,0,0,0
5,7,2014-10-12,0,0,0,0,0,0
1,6,2014-10-11,4743,557,1,0,0,0
2,6,2014-10-11,2497,322,1,0,0,0
3,6,2014-10-11,3697,420,1,0,0,0
4,6,2014-10-11,10048,1458,1,0,0,0
5,6,2014-10-11,1837,233,1,0,0,0
1,5,2014-10-10,4396,539,1,1,0,0
2,5,2014-10-10,4907,529,1,1,0,1
3,5,2014-10-10,7448,802,1,1,0,1
4,5,2014-10-10,9501,1295,1,1,0,0
5,5,2014-10-10,5138,591,1,1,0,0
1,4,2014-10-09,4654,527,1,1,0,0
2,4,2014-10-09,5283,614,1,1,0,1
3,4,2014-10-09,7206,759,1,1,0,1
4,4,2014-10-09,8763,1211,1,1,0,0
5,4,2014-10-09,5469,592,1,1,0,0
1,3,2014-10-08,4944,518,1,1,0,0
2,3,2014-10-08,6252,736,1,1,0,1
3,3,2014-10-08,8472,842,1,1,0,1
4,3,2014-10-08,9189,1257,1,1,0,0
5,3,2014-10-08,5399,666,1,1,0,0
1,2,2014-10-07,5439,556,1,1,0,0
2,2,2014-10-07,5808,646,1,1,0,1
3,2,2014-10-07,7699,742,1,1,0,1
4,2,2014-10-07,9648,1291,1,1,0,0
5,2,2014-10-07,6693,668,1,1,0,0
1,1,2014-10-06,5402,608,1,1,0,0
2,1,2014-10-06,7562,748,1,1,0,1
3,1,2014-10-06,10598,982,1,1,0,1
4,1,2014-10-06,10575,1462,1,1,0,0
5,1,2014-10-06,7688,775,1,1,0,0
1,7,2014-10-05,0,0,0,0,0,0
2,7,2014-10-05,0,0,0,0,0,0
3,7,2014-10-05,0,0,0,0,0,0
4,7,2014-10-05,0,0,0,0,0,0
5,7,2014-10-05,0,0,0,0,0,0
1,6,2014-10-04,5355,621,1,0,0,0
2,6,2014-10-04,2979,377,1,0,0,0
3,6,2014-10-04,5420,622,1,0,0,0
4,6,2014-10-04,11694,1582,1,0,0,0
5,6,2014-10-04,2692,292,1,0,0,0
1,5,2014-10-03,0,0,0,1,a,0
2,5,2014-10-03,2689,389,1,1,a,0
3,5,2014-10-03,0,0,0,1,a,0
4,5,2014-10-03,0,0,0,1,a,0
5,5,2014-10-03,0,0,0,1,a,0
1,4,2014-10-02,5400,601,1,1,0,0
2,4,2014-10-02,4845,630,1,1,0,0
3,4,2014-10-02,8565,937,1,1,0,0
4,4,2014-10-02,12297,1641,1,1,0,0
5,4,2014-10-02,5994,686,1,1,0,0
1,3,2014-10-01,4712,554,1,1,0,0
2,3,2014-10-01,5565,695,1,1,0,0
3,3,2014-10-01,8331,851,1,1,0,0
4,3,2014-10-01,10560,1364,1,1,0,0
5,3,2014-10-01,6384,732,1,1,0,0
1,2,2014-09-30,4919,550,1,1,0,0
2,2,2014-09-30,8461,839,1,1,0,0
3,2,2014-09-30,12260,1084,1,1,0,0
4,2,2014-09-30,12659,1486,1,1,0,0
5,2,2014-09-30,6633,676,1,1,0,0
1,1,2014-09-29,5280,566,1,1,0,0
2,1,2014-09-29,7514,750,1,1,0,0
3,1,2014-09-29,10066,960,1,1,0,0
4,1,2014-09-29,10201,1306,1,1,0,0
5,1,2014-09-29,6274,645,1,1,0,0
1,7,2014-09-28,0,0,0,0,0,0
2,7,2014-09-28,0,0,0,0,0,0
3,7,2014-09-28,0,0,0,0,0,0
4,7,2014-09-28,0,0,0,0,0,0
5,7,2014-09-28,0,0,0,0,0,0
1,6,2014-09-27,3914,464,1,0,0,0
2,6,2014-09-27,2725,354,1,0,0,0
3,6,2014-09-27,3846,431,1,0,0,0
4,6,2014-09-27,9405,1302,1,0,0,0
5,6,2014-09-27,2000,215,1,0,0,0
1,5,2014-09-26,3518,442,1,0,0,0
2,5,2014-09-26,3583,443,1,0,0,0
3,5,2014-09-26,4853,658,1,0,0,0
4,5,2014-09-26,6948,1066,1,0,0,0
5,5,2014-09-26,3660,469,1,0,0,0
1,4,2014-09-25,2462,378,1,0,0,0
2,4,2014-09-25,3911,504,1,0,0,0
3,4,2014-09-25,4575,628,1,0,0,0
4,4,2014-09-25,6629,1030,1,0,0,0
5,4,2014-09-25,3629,475,1,0,0,0
1,3,2014-09-24,3405,465,1,0,0,0
2,3,2014-09-24,5084,694,1,0,0,0
3,3,2014-09-24,4620,636,1,0,0,0
4,3,2014-09-24,6440,1005,1,0,0,0
5,3,2014-09-24,4265,588,1,0,0,0
1,2,2014-09-23,3407,437,1,0,0,0
2,2,2014-09-23,3874,510,1,0,0,0
3,2,2014-09-23,5026,696,1,0,0,0
4,2,2014-09-23,7543,1115,1,0,0,0
5,2,2014-09-23,3338,481,1,0,0,0
1,1,2014-09-22,3982,466,1,0,0,0
2,1,2014-09-22,4004,501,1,0,0,0
3,1,2014-09-22,4658,583,1,0,0,0
4,1,2014-09-22,8184,1205,1,0,0,0
5,1,2014-09-22,4039,535,1,0,0,0
1,7,2014-09-21,0,0,0,0,0,0
2,7,2014-09-21,0,0,0,0,0,0
3,7,2014-09-21,0,0,0,0,0,0
4,7,2014-09-21,0,0,0,0,0,0
5,7,2014-09-21,0,0,0,0,0,0
1,6,2014-09-20,3911,500,1,0,0,0
2,6,2014-09-20,2473,306,1,0,0,0
3,6,2014-09-20,3574,398,1,0,0,0
4,6,2014-09-20,10044,1388,1,0,0,0
5,6,2014-09-20,1946,218,1,0,0,0
1,5,2014-09-19,4128,485,1,1,0,0
2,5,2014-09-19,4491,547,1,1,0,0
3,5,2014-09-19,7729,803,1,1,0,0
4,5,2014-09-19,8995,1228,1,1,0,0
5,5,2014-09-19,4899,598,1,1,0,0
1,4,2014-09-18,3740,447,1,1,0,0
2,4,2014-09-18,4994,556,1,1,0,0
3,4,2014-09-18,7563,775,1,1,0,0
4,4,2014-09-18,8958,1196,1,1,0,0
5,4,2014-09-18,5003,568,1,1,0,0
1,3,2014-09-17,4383,490,1,1,0,0
2,3,2014-09-17,6469,762,1,1,0,0
3,3,2014-09-17,8034,795,1,1,0,0
4,3,2014-09-17,8594,1173,1,1,0,0
5,3,2014-09-17,5685,651,1,1,0,0
1,2,2014-09-16,4381,511,1,1,0,0
2,2,2014-09-16,6207,663,1,1,0,0
3,2,2014-09-16,8607,879,1,1,0,0
4,2,2014-09-16,9140,1223,1,1,0,0
5,2,2014-09-16,5438,621,1,1,0,0
1,1,2014-09-15,4611,545,1,1,0,0
2,1,2014-09-15,6997,735,1,1,0,0
3,1,2014-09-15,10098,977,1,1,0,0
4,1,2014-09-15,11450,1471,1,1,0,0
5,1,2014-09-15,7797,735,1,1,0,0
1,7,2014-09-14,0,0,0,0,0,0
2,7,2014-09-14,0,0,0,0,0,0
3,7,2014-09-14,0,0,0,0,0,0
4,7,2014-09-14,0,0,0,0,0,0
5,7,2014-09-14,0,0,0,0,0,0
1,6,2014-09-13,4270,508,1,0,0,0
2,6,2014-09-13,2593,318,1,0,0,0
3,6,2014-09-13,3737,439,1,0,0,0
4,6,2014-09-13,9563,1311,1,0,0,0
5,6,2014-09-13,2107,214,1,0,0,0
1,5,2014-09-12,3906,501,1,0,0,0
2,5,2014-09-12,3323,435,1,0,0,0
3,5,2014-09-12,5665,705,1,0,0,0
4,5,2014-09-12,7603,1114,1,0,0,0
5,5,2014-09-12,3869,463,1,0,0,0
1,4,2014-09-11,3392,437,1,0,0,0
2,4,2014-09-11,4123,477,1,0,0,0
3,4,2014-09-11,5389,724,1,0,0,0
4,4,2014-09-11,7924,1155,1,0,0,0
5,4,2014-09-11,4557,533,1,0,0,0
1,3,2014-09-10,3275,448,1,0,0,0
2,3,2014-09-10,4865,646,1,0,0,0
3,3,2014-09-10,5164,659,1,0,0,0
4,3,2014-09-10,8530,1206,1,0,0,0
5,3,2014-09-10,4305,590,1,0,0,0
1,2,2014-09-09,3377,439,1,0,0,0
2,2,2014-09-09,4963,589,1,0,0,0
3,2,2014-09-09,5978,732,1,0,0,0
4,2,2014-09-09,8070,1243,1,0,0,0
5,2,2014-09-09,3624,510,1,0,0,0
1,1,2014-09-08,3676,530,1,0,0,0
2,1,2014-09-08,4189,564,1,0,0,0
3,1,2014-09-08,6061,714,1,0,0,0
4,1,2014-09-08,8995,1306,1,0,0,0
5,1,2014-09-08,3511,531,1,0,0,0
1,7,2014-09-07,0,0,0,0,0,0
2,7,2014-09-07,0,0,0,0,0,0
3,7,2014-09-07,0,0,0,0,0,0
4,7,2014-09-07,0,0,0,0,0,0
5,7,2014-09-07,0,0,0,0,0,0
1,6,2014-09-06,3959,515,1,0,0,0
2,6,2014-09-06,2551,329,1,0,0,0
3,6,2014-09-06,3562,439,1,0,0,0
4,6,2014-09-06,9382,1368,1,0,0,0
5,6,2014-09-06,2187,234,1,0,0,0
1,5,2014-09-05,4706,553,1,1,0,1
2,5,2014-09-05,4823,578,1,1,0,0
3,5,2014-09-05,6564,686,1,1,0,0
4,5,2014-09-05,10528,1387,1,1,0,0
5,5,2014-09-05,4686,554,1,1,0,0
1,4,2014-09-04,4346,507,1,1,0,1
2,4,2014-09-04,5401,635,1,1,0,0
3,4,2014-09-04,7659,796,1,1,0,0
4,4,2014-09-04,10522,1402,1,1,0,0
5,4,2014-09-04,5380,587,1,1,0,0
1,3,2014-09-03,4978,539,1,1,0,1
2,3,2014-09-03,6615,754,1,1,0,0
3,3,2014-09-03,8659,843,1,1,0,0
4,3,2014-09-03,10729,1406,1,1,0,0
5,3,2014-09-03,5884,654,1,1,0,0
1,2,2014-09-02,5008,564,1,1,0,1
2,2,2014-09-02,6422,645,1,1,0,0
3,2,2014-09-02,8989,863,1,1,0,0
4,2,2014-09-02,11932,1524,1,1,0,0
5,2,2014-09-02,6226,619,1,1,0,0
1,1,2014-09-01,5464,561,1,1,0,1
2,1,2014-09-01,8173,805,1,1,0,0
3,1,2014-09-01,10679,962,1,1,0,0
4,1,2014-09-01,15595,1796,1,1,0,0
5,1,2014-09-01,7786,758,1,1,0,0
1,7,2014-08-31,0,0,0,0,0,1
2,7,2014-08-31,0,0,0,0,0,0
3,7,2014-08-31,0,0,0,0,0,0
4,7,2014-08-31,0,0,0,0,0,0
5,7,2014-08-31,0,0,0,0,0,0
1,6,2014-08-30,4094,518,1,0,0,1
2,6,2014-08-30,2976,376,1,0,0,0
3,6,2014-08-30,4322,475,1,0,0,0
4,6,2014-08-30,11930,1542,1,0,0,0
5,6,2014-08-30,2315,240,1,0,0,0
1,5,2014-08-29,3869,439,1,0,0,1
2,5,2014-08-29,4318,537,1,0,0,1
3,5,2014-08-29,6889,750,1,0,0,0
4,5,2014-08-29,11938,1577,1,0,0,0
5,5,2014-08-29,4860,559,1,0,0,1
1,4,2014-08-28,3920,467,1,0,0,1
2,4,2014-08-28,3717,524,1,0,0,1
3,4,2014-08-28,5452,714,1,0,0,0
4,4,2014-08-28,9205,1366,1,0,0,0
5,4,2014-08-28,4070,508,1,0,0,1
1,3,2014-08-27,3148,421,1,0,0,1
2,3,2014-08-27,5127,699,1,0,0,1
3,3,2014-08-27,5055,658,1,0,0,0
4,3,2014-08-27,8718,1203,1,0,0,0
5,3,2014-08-27,4306,590,1,0,0,1
1,2,2014-08-26,3396,460,1,0,0,1
2,2,2014-08-26,3647,462,1,0,0,1
3,2,2014-08-26,5666,690,1,0,0,0
4,2,2014-08-26,8985,1304,1,0,0,0
5,2,2014-08-26,3623,442,1,0,0,1
1,1,2014-08-25,3414,449,1,0,0,1
2,1,2014-08-25,3927,538,1,0,0,1
3,1,2014-08-25,5393,703,1,0,0,0
4,1,2014-08-25,10919,1513,1,0,0,0
5,1,2014-08-25,3693,484,1,0,0,1
1,7,2014-08-24,0,0,0,0,0,1
2,7,2014-08-24,0,0,0,0,0,0
3,7,2014-08-24,0,0,0,0,0,0
4,7,2014-08-24,0,0,0,0,0,0
5,7,2014-08-24,0,0,0,0,0,0
1,6,2014-08-23,3582,469,1,0,0,1
2,6,2014-08-23,2738,341,1,0,0,0
3,6,2014-08-23,3698,457,1,0,0,0
4,6,2014-08-23,10208,1447,1,0,0,0
5,6,2014-08-23,1791,217,1,0,0,0
1,5,2014-08-22,3971,461,1,1,0,1
2,5,2014-08-22,5064,586,1,1,0,1
3,5,2014-08-22,6610,752,1,1,0,0
4,5,2014-08-22,10315,1318,1,1,0,1
5,5,2014-08-22,4956,577,1,1,0,1
1,4,2014-08-21,4327,484,1,1,0,1
2,4,2014-08-21,5626,615,1,1,0,1
3,4,2014-08-21,6933,768,1,1,0,0
4,4,2014-08-21,9954,1288,1,1,0,1
5,4,2014-08-21,4773,533,1,1,0,1
1,3,2014-08-20,4280,467,1,1,0,1
2,3,2014-08-20,7056,850,1,1,0,1
3,3,2014-08-20,7661,839,1,1,0,0
4,3,2014-08-20,9515,1271,1,1,0,1
5,3,2014-08-20,5800,684,1,1,0,1
1,2,2014-08-19,5190,528,1,1,0,1
2,2,2014-08-19,6000,647,1,1,0,1
3,2,2014-08-19,8854,884,1,1,0,1
4,2,2014-08-19,10163,1323,1,1,0,1
5,2,2014-08-19,5784,616,1,1,0,1
1,1,2014-08-18,5623,598,1,1,0,1
2,1,2014-08-18,6355,688,1,1,0,1
3,1,2014-08-18,9258,888,1,1,0,1
4,1,2014-08-18,13564,1584,1,1,0,1
5,1,2014-08-18,7521,714,1,1,0,1
